Title,Description,Date,Category,Cleaned_Title,Cleaned_Description,Spellchecked_Title,Spellchecked_Description,tokenized_title,tokenized_description,title_no_stopwords,description_no_stopwords,title_stem_only,description_stem_only,title_lemma_only,description_lemma_only
"For the first time, the U.S. is absent from WHO's annual assembly. What's the impact?","May 19, 2025  In the wake of President Trump's decision to withdraw from the World Health Organization, the agency is holding its first major meeting. How will that affect WHO — and the United States?",2025-05-19,health,for the first time the us is absent from who is annual assembly what is the impact,may in the wake of president trumps decision to withdraw from the world health organization the agency is holding its first major meeting how will that affect who and the united states,for the first time the us is absent from who is annual assembly what is the impact,may in the wake of president trumps decision to withdraw from the world health organization the agency is holding its first major meeting how will that affect who and the united states,"['for', 'the', 'first', 'time', 'the', 'us', 'is', 'absent', 'from', 'who', 'is', 'annual', 'assembly', 'what', 'is', 'the', 'impact']","['may', 'in', 'the', 'wake', 'of', 'president', 'trumps', 'decision', 'to', 'withdraw', 'from', 'the', 'world', 'health', 'organization', 'the', 'agency', 'is', 'holding', 'its', 'first', 'major', 'meeting', 'how', 'will', 'that', 'affect', 'who', 'and', 'the', 'united', 'states']","['first', 'time', 'us', 'absent', 'annual', 'assembly', 'impact']","['may', 'wake', 'president', 'trumps', 'decision', 'withdraw', 'world', 'health', 'organization', 'agency', 'holding', 'first', 'major', 'meeting', 'affect', 'united', 'states']","['first', 'time', 'us', 'absent', 'annual', 'assembl', 'impact']","['may', 'wake', 'presid', 'trump', 'decis', 'withdraw', 'world', 'health', 'organ', 'agenc', 'hold', 'first', 'major', 'meet', 'affect', 'unit', 'state']","['first', 'time', 'us', 'absent', 'annual', 'assembly', 'impact']","['may', 'wake', 'president', 'trump', 'decision', 'withdraw', 'world', 'health', 'organization', 'agency', 'hold', 'first', 'major', 'meet', 'affect', 'unite', 'state']"
How treatable is prostate cancer? A doctor reacts to Biden's diagnosis,"May 19, 2025  Prostate cancer is one of the most common types of cancer in the U.S., and often treatable. One urologist says Biden has good options ahead — largely thanks to recent advances in research.",2025-05-19,health,how treatable is prostate cancer a doctor reacts to bidens diagnosis,may prostate cancer is one of the most common types of cancer in the us and often treatable one urologist says biden has good options ahead largely thanks to recent advances in research,how treatable is prostate cancer a doctor reacts to bidden diagnosis,may prostate cancer is one of the most common types of cancer in the us and often treatable one urologist says biden has good options ahead largely thanks to recent advances in research,"['how', 'treatable', 'is', 'prostate', 'cancer', 'a', 'doctor', 'reacts', 'to', 'bidden', 'diagnosis']","['may', 'prostate', 'cancer', 'is', 'one', 'of', 'the', 'most', 'common', 'types', 'of', 'cancer', 'in', 'the', 'us', 'and', 'often', 'treatable', 'one', 'urologist', 'says', 'biden', 'has', 'good', 'options', 'ahead', 'largely', 'thanks', 'to', 'recent', 'advances', 'in', 'research']","['treatable', 'prostate', 'cancer', 'doctor', 'reacts', 'bidden', 'diagnosis']","['may', 'prostate', 'cancer', 'one', 'common', 'types', 'cancer', 'us', 'often', 'treatable', 'one', 'urologist', 'says', 'biden', 'good', 'options', 'ahead', 'largely', 'thanks', 'recent', 'advances', 'research']","['treatabl', 'prostat', 'cancer', 'doctor', 'react', 'bidden', 'diagnosi']","['may', 'prostat', 'cancer', 'one', 'common', 'type', 'cancer', 'us', 'often', 'treatabl', 'one', 'urologist', 'say', 'biden', 'good', 'option', 'ahead', 'larg', 'thank', 'recent', 'advanc', 'research']","['treatable', 'prostate', 'cancer', 'doctor', 'react', 'bid', 'diagnosis']","['may', 'prostate', 'cancer', 'one', 'common', 'type', 'cancer', 'us', 'often', 'treatable', 'one', 'urologist', 'say', 'biden', 'good', 'option', 'ahead', 'largely', 'thank', 'recent', 'advance', 'research']"
5 eating habits that can help you sleep better at night,"May 19, 2025  What you eat during the day can affect how well you sleep at night. Sleep researchers explain the impact of diet, caffeine and alcohol on sleep health, and share a list of sleep-supporting foods.",2025-05-19,health,eating habits that can help you sleep better at night,may what you eat during the day can affect how well you sleep at night sleep researchers explain the impact of diet caffeine and alcohol on sleep health and share a list of sleepsupporting foods,eating habits that can help you sleep better at night,may what you eat during the day can affect how well you sleep at night sleep researchers explain the impact of diet caffeine and alcohol on sleep health and share a list of foods,"['eating', 'habits', 'that', 'can', 'help', 'you', 'sleep', 'better', 'at', 'night']","['may', 'what', 'you', 'eat', 'during', 'the', 'day', 'can', 'affect', 'how', 'well', 'you', 'sleep', 'at', 'night', 'sleep', 'researchers', 'explain', 'the', 'impact', 'of', 'diet', 'caffeine', 'and', 'alcohol', 'on', 'sleep', 'health', 'and', 'share', 'a', 'list', 'of', 'foods']","['eating', 'habits', 'can', 'help', 'sleep', 'better', 'night']","['may', 'eat', 'day', 'can', 'affect', 'well', 'sleep', 'night', 'sleep', 'researchers', 'explain', 'impact', 'diet', 'caffeine', 'alcohol', 'sleep', 'health', 'share', 'list', 'foods']","['eat', 'habit', 'can', 'help', 'sleep', 'better', 'night']","['may', 'eat', 'day', 'can', 'affect', 'well', 'sleep', 'night', 'sleep', 'research', 'explain', 'impact', 'diet', 'caffein', 'alcohol', 'sleep', 'health', 'share', 'list', 'food']","['eat', 'habit', 'can', 'help', 'sleep', 'good', 'night']","['may', 'eat', 'day', 'can', 'affect', 'good', 'sleep', 'night', 'sleep', 'researcher', 'explain', 'impact', 'diet', 'caffeine', 'alcohol', 'sleep', 'health', 'share', 'list', 'food']"
A pickled pepper maker knows exactly how hard it is to switch to natural food dyes,"May 19, 2025  The MAHA movement loves the idea of getting rid of synthetic dyes in foods. But manufacturers face challenges that could drive prices higher.",2025-05-19,health,a pickled pepper maker knows exactly how hard it is to switch to natural food dyes,may the maha movement loves the idea of getting rid of synthetic dyes in foods but manufacturers face challenges that could drive prices higher,a pickled pepper maker knows exactly how hard it is to switch to natural food dyes,may the aha movement loves the idea of getting rid of synthetic dyes in foods but manufacturers face challenges that could drive prices higher,"['a', 'pickled', 'pepper', 'maker', 'knows', 'exactly', 'how', 'hard', 'it', 'is', 'to', 'switch', 'to', 'natural', 'food', 'dyes']","['may', 'the', 'aha', 'movement', 'loves', 'the', 'idea', 'of', 'getting', 'rid', 'of', 'synthetic', 'dyes', 'in', 'foods', 'but', 'manufacturers', 'face', 'challenges', 'that', 'could', 'drive', 'prices', 'higher']","['pickled', 'pepper', 'maker', 'knows', 'exactly', 'hard', 'switch', 'natural', 'food', 'dyes']","['may', 'aha', 'movement', 'loves', 'idea', 'getting', 'rid', 'synthetic', 'dyes', 'foods', 'manufacturers', 'face', 'challenges', 'drive', 'prices', 'higher']","['pickl', 'pepper', 'maker', 'know', 'exact', 'hard', 'switch', 'natur', 'food', 'dye']","['may', 'aha', 'movement', 'love', 'idea', 'get', 'rid', 'synthet', 'dye', 'food', 'manufactur', 'face', 'challeng', 'drive', 'price', 'higher']","['pickle', 'pepper', 'maker', 'know', 'exactly', 'hard', 'switch', 'natural', 'food', 'dye']","['may', 'aha', 'movement', 'love', 'idea', 'get', 'rid', 'synthetic', 'dye', 'food', 'manufacturer', 'face', 'challenge', 'drive', 'price', 'high']"
Protein for strength training? Vegan diet matches meat for muscle gains,"May 19, 2025  If you're trying to build muscle, getting enough protein is a must. But does it matter if that protein comes from meat or plants? A new study overturns assumptions.",2025-05-19,health,protein for strength training vegan diet matches meat for muscle gains,may if you are trying to build muscle getting enough protein is a must but does it matter if that protein comes from meat or plants a new study overturns assumptions,protein for strength training vegan diet matches meat for muscle gains,may if you are trying to build muscle getting enough protein is a must but does it matter if that protein comes from meat or plants a new study overturns assumptions,"['protein', 'for', 'strength', 'training', 'vegan', 'diet', 'matches', 'meat', 'for', 'muscle', 'gains']","['may', 'if', 'you', 'are', 'trying', 'to', 'build', 'muscle', 'getting', 'enough', 'protein', 'is', 'a', 'must', 'but', 'does', 'it', 'matter', 'if', 'that', 'protein', 'comes', 'from', 'meat', 'or', 'plants', 'a', 'new', 'study', 'overturns', 'assumptions']","['protein', 'strength', 'training', 'vegan', 'diet', 'matches', 'meat', 'muscle', 'gains']","['may', 'trying', 'build', 'muscle', 'getting', 'enough', 'protein', 'must', 'matter', 'protein', 'comes', 'meat', 'plants', 'new', 'study', 'overturns', 'assumptions']","['protein', 'strength', 'train', 'vegan', 'diet', 'match', 'meat', 'muscl', 'gain']","['may', 'tri', 'build', 'muscl', 'get', 'enough', 'protein', 'must', 'matter', 'protein', 'come', 'meat', 'plant', 'new', 'studi', 'overturn', 'assumpt']","['protein', 'strength', 'train', 'vegan', 'diet', 'match', 'meat', 'muscle', 'gain']","['may', 'try', 'build', 'muscle', 'get', 'enough', 'protein', 'must', 'matter', 'protein', 'come', 'meat', 'plant', 'new', 'study', 'overturn', 'assumption']"
These Democratic governors are trying to curb health care for unauthorized immigrants,"May 18, 2025  After expanding state Medicaid programs to cover people in the country without legal status, Democrats are considering changes that would reduce immigrant access.",2025-05-18,health,these democratic governors are trying to curb health care for unauthorized immigrants,may after expanding state medicaid programs to cover people in the country without legal status democrats are considering changes that would reduce immigrant access,these democratic governors are trying to curb health care for unauthorized immigrants,may after expanding state medicaid programs to cover people in the country without legal status democrats are considering changes that would reduce immigrant access,"['these', 'democratic', 'governors', 'are', 'trying', 'to', 'curb', 'health', 'care', 'for', 'unauthorized', 'immigrants']","['may', 'after', 'expanding', 'state', 'medicaid', 'programs', 'to', 'cover', 'people', 'in', 'the', 'country', 'without', 'legal', 'status', 'democrats', 'are', 'considering', 'changes', 'that', 'would', 'reduce', 'immigrant', 'access']","['democratic', 'governors', 'trying', 'curb', 'health', 'care', 'unauthorized', 'immigrants']","['may', 'expanding', 'state', 'medicaid', 'programs', 'cover', 'people', 'country', 'without', 'legal', 'status', 'democrats', 'considering', 'changes', 'reduce', 'immigrant', 'access']","['democrat', 'governor', 'tri', 'curb', 'health', 'care', 'unauthor', 'immigr']","['may', 'expand', 'state', 'medicaid', 'program', 'cover', 'peopl', 'countri', 'without', 'legal', 'status', 'democrat', 'consid', 'chang', 'reduc', 'immigr', 'access']","['democratic', 'governor', 'try', 'curb', 'health', 'care', 'unauthorized', 'immigrant']","['may', 'expand', 'state', 'medicaid', 'program', 'cover', 'people', 'country', 'without', 'legal', 'status', 'democrat', 'consider', 'change', 'reduce', 'immigrant', 'access']"
A study finds stacking bricks differently could help this country fight air pollution,"May 18, 2025  Bangladesh suffers from extreme air pollution, but a new study shows the brick industry can make small changes to have a big effect on the country's smog problem.",2025-05-18,health,a study finds stacking bricks differently could help this country fight air pollution,may bangladesh suffers from extreme air pollution but a new study shows the brick industry can make small changes to have a big effect on the countrys smog problem,a study finds stacking bricks differently could help this country fight air pollution,may bandleader suffers from extreme air pollution but a new study shows the brick industry can make small changes to have a big effect on the country smog problem,"['a', 'study', 'finds', 'stacking', 'bricks', 'differently', 'could', 'help', 'this', 'country', 'fight', 'air', 'pollution']","['may', 'bandleader', 'suffers', 'from', 'extreme', 'air', 'pollution', 'but', 'a', 'new', 'study', 'shows', 'the', 'brick', 'industry', 'can', 'make', 'small', 'changes', 'to', 'have', 'a', 'big', 'effect', 'on', 'the', 'country', 'smog', 'problem']","['study', 'finds', 'stacking', 'bricks', 'differently', 'help', 'country', 'fight', 'air', 'pollution']","['may', 'bandleader', 'suffers', 'extreme', 'air', 'pollution', 'new', 'study', 'shows', 'brick', 'industry', 'can', 'make', 'small', 'changes', 'big', 'effect', 'country', 'smog', 'problem']","['studi', 'find', 'stack', 'brick', 'differ', 'help', 'countri', 'fight', 'air', 'pollut']","['may', 'bandlead', 'suffer', 'extrem', 'air', 'pollut', 'new', 'studi', 'show', 'brick', 'industri', 'can', 'make', 'small', 'chang', 'big', 'effect', 'countri', 'smog', 'problem']","['study', 'find', 'stack', 'brick', 'differently', 'help', 'country', 'fight', 'air', 'pollution']","['may', 'bandleader', 'suffer', 'extreme', 'air', 'pollution', 'new', 'study', 'show', 'brick', 'industry', 'can', 'make', 'small', 'change', 'big', 'effect', 'country', 'smog', 'problem']"
Bikes and bakeries are back: War-torn Khartoum struggles to rebuild,"May 16, 2025  Government forces retook the capital city from rebel troops in April. Now comes the task of rebuilding what was once a bustling metropolis on the Nile.",2025-05-16,health,bikes and bakeries are back wartorn khartoum struggles to rebuild,may government forces retook the capital city from rebel troops in april now comes the task of rebuilding what was once a bustling metropolis on the nile,bikes and bakeries are back war torn khartoum struggles to rebuild,may government forces retook the capital city from rebel troops in april now comes the task of rebuilding what was once a bustling metropolis on the line,"['bikes', 'and', 'bakeries', 'are', 'back', 'war', 'torn', 'khartoum', 'struggles', 'to', 'rebuild']","['may', 'government', 'forces', 'retook', 'the', 'capital', 'city', 'from', 'rebel', 'troops', 'in', 'april', 'now', 'comes', 'the', 'task', 'of', 'rebuilding', 'what', 'was', 'once', 'a', 'bustling', 'metropolis', 'on', 'the', 'line']","['bikes', 'bakeries', 'back', 'war', 'torn', 'khartoum', 'struggles', 'rebuild']","['may', 'government', 'forces', 'retook', 'capital', 'city', 'rebel', 'troops', 'april', 'now', 'comes', 'task', 'rebuilding', 'bustling', 'metropolis', 'line']","['bike', 'bakeri', 'back', 'war', 'torn', 'khartoum', 'struggl', 'rebuild']","['may', 'govern', 'forc', 'retook', 'capit', 'citi', 'rebel', 'troop', 'april', 'now', 'come', 'task', 'rebuild', 'bustl', 'metropoli', 'line']","['bike', 'bakery', 'back', 'war', 'tear', 'khartoum', 'struggle', 'rebuild']","['may', 'government', 'force', 'retake', 'capital', 'city', 'rebel', 'troop', 'april', 'now', 'come', 'task', 'rebuild', 'bustle', 'metropolis', 'line']"
Vaccine advisers to the FDA recommended changes to COVID vaccines,"May 22, 2025  Advisers to the Food and Drug Administration met Thursday to help decide which variant of the virus that causes COVID should be targeted by updated versions of the vaccines.",2025-05-22,health,vaccine advisers to the fda recommended changes to covid vaccines,may advisers to the food and drug administration met thursday to help decide which variant of the virus that causes covid should be targeted by updated versions of the vaccines,vaccine advisers to the fda recommended changes to oviduct vaccines,may advisers to the food and drug administration met birthday to help decide which variant of the virus that causes oviduct should be targeted by updated versions of the vaccines,"['vaccine', 'advisers', 'to', 'the', 'fda', 'recommended', 'changes', 'to', 'oviduct', 'vaccines']","['may', 'advisers', 'to', 'the', 'food', 'and', 'drug', 'administration', 'met', 'birthday', 'to', 'help', 'decide', 'which', 'variant', 'of', 'the', 'virus', 'that', 'causes', 'oviduct', 'should', 'be', 'targeted', 'by', 'updated', 'versions', 'of', 'the', 'vaccines']","['vaccine', 'advisers', 'fda', 'recommended', 'changes', 'oviduct', 'vaccines']","['may', 'advisers', 'food', 'drug', 'administration', 'met', 'birthday', 'help', 'decide', 'variant', 'virus', 'causes', 'oviduct', 'targeted', 'updated', 'versions', 'vaccines']","['vaccin', 'advis', 'fda', 'recommend', 'chang', 'oviduct', 'vaccin']","['may', 'advis', 'food', 'drug', 'administr', 'met', 'birthday', 'help', 'decid', 'variant', 'virus', 'caus', 'oviduct', 'target', 'updat', 'version', 'vaccin']","['vaccine', 'adviser', 'fda', 'recommend', 'change', 'oviduct', 'vaccine']","['may', 'adviser', 'food', 'drug', 'administration', 'meet', 'birthday', 'help', 'decide', 'variant', 'virus', 'cause', 'oviduct', 'target', 'update', 'version', 'vaccine']"
MAHA Commission report paints a dark picture of U.S. children's health,"May 22, 2025  The Health Secretary's report blames environmental toxins, ultraprocessed foods and more for the poor state of kids' health in the U.S.",2025-05-22,health,maha commission report paints a dark picture of us childrens health,may the health secretarys report blames environmental toxins ultraprocessed foods and more for the poor state of kids health in the us,aha commission report paints a dark picture of us children health,may the health report blames environmental toxins foods and more for the poor state of kids health in the us,"['aha', 'commission', 'report', 'paints', 'a', 'dark', 'picture', 'of', 'us', 'children', 'health']","['may', 'the', 'health', 'report', 'blames', 'environmental', 'toxins', 'foods', 'and', 'more', 'for', 'the', 'poor', 'state', 'of', 'kids', 'health', 'in', 'the', 'us']","['aha', 'commission', 'report', 'paints', 'dark', 'picture', 'us', 'children', 'health']","['may', 'health', 'report', 'blames', 'environmental', 'toxins', 'foods', 'poor', 'state', 'kids', 'health', 'us']","['aha', 'commiss', 'report', 'paint', 'dark', 'pictur', 'us', 'children', 'health']","['may', 'health', 'report', 'blame', 'environment', 'toxin', 'food', 'poor', 'state', 'kid', 'health', 'us']","['aha', 'commission', 'report', 'paint', 'dark', 'picture', 'us', 'child', 'health']","['may', 'health', 'report', 'blame', 'environmental', 'toxin', 'food', 'poor', 'state', 'kid', 'health', 'us']"
A top global health expert's message to graduates: Kick the tires,"May 22, 2025  NPR interviews Maria Van Kherkove, the infectious disease epidemiologist who is a leader in the World Health Organization.",2025-05-22,health,a top global health experts message to graduates kick the tires,may npr interviews maria van kherkove the infectious disease epidemiologist who is a leader in the world health organization,a top global health experts message to graduates kick the tires,may npr interviews maria van overwork the infectious disease epidemiologist who is a leader in the world health organization,"['a', 'top', 'global', 'health', 'experts', 'message', 'to', 'graduates', 'kick', 'the', 'tires']","['may', 'npr', 'interviews', 'maria', 'van', 'overwork', 'the', 'infectious', 'disease', 'epidemiologist', 'who', 'is', 'a', 'leader', 'in', 'the', 'world', 'health', 'organization']","['top', 'global', 'health', 'experts', 'message', 'graduates', 'kick', 'tires']","['may', 'npr', 'interviews', 'maria', 'van', 'overwork', 'infectious', 'disease', 'epidemiologist', 'leader', 'world', 'health', 'organization']","['top', 'global', 'health', 'expert', 'messag', 'graduat', 'kick', 'tire']","['may', 'npr', 'interview', 'maria', 'van', 'overwork', 'infecti', 'diseas', 'epidemiologist', 'leader', 'world', 'health', 'organ']","['top', 'global', 'health', 'expert', 'message', 'graduate', 'kick', 'tire']","['may', 'npr', 'interview', 'mare', 'van', 'overwork', 'infectious', 'disease', 'epidemiologist', 'leader', 'world', 'health', 'organization']"
The pros and cons of PSA tests for prostate cancer for midlife and older men,"May 21, 2025  With Biden's prostate cancer in the news, men may be wondering whether and at what age to be screened. Advice about the value PSA tests has fluctuated. Here's what to know.",2025-05-21,health,the pros and cons of psa tests for prostate cancer for midlife and older men,may with bidens prostate cancer in the news men may be wondering whether and at what age to be screened advice about the value psa tests has fluctuated heres what to know,the pros and cons of pa tests for prostate cancer for midlife and older men,may with bidden prostate cancer in the news men may be wondering whether and at what age to be screened advice about the value pa tests has fluctuated here what to know,"['the', 'pros', 'and', 'cons', 'of', 'pa', 'tests', 'for', 'prostate', 'cancer', 'for', 'midlife', 'and', 'older', 'men']","['may', 'with', 'bidden', 'prostate', 'cancer', 'in', 'the', 'news', 'men', 'may', 'be', 'wondering', 'whether', 'and', 'at', 'what', 'age', 'to', 'be', 'screened', 'advice', 'about', 'the', 'value', 'pa', 'tests', 'has', 'fluctuated', 'here', 'what', 'to', 'know']","['pros', 'cons', 'pa', 'tests', 'prostate', 'cancer', 'midlife', 'older', 'men']","['may', 'bidden', 'prostate', 'cancer', 'news', 'men', 'may', 'wondering', 'whether', 'age', 'screened', 'advice', 'value', 'pa', 'tests', 'fluctuated', 'know']","['pros', 'con', 'pa', 'test', 'prostat', 'cancer', 'midlif', 'older', 'men']","['may', 'bidden', 'prostat', 'cancer', 'news', 'men', 'may', 'wonder', 'whether', 'age', 'screen', 'advic', 'valu', 'pa', 'test', 'fluctuat', 'know']","['pro', 'con', 'pa', 'test', 'prostate', 'cancer', 'midlife', 'old', 'man']","['may', 'bid', 'prostate', 'cancer', 'news', 'man', 'may', 'wonder', 'whether', 'age', 'screen', 'advice', 'value', 'pa', 'test', 'fluctuate', 'know']"
"First FDA-cleared Alzheimer's blood test could make diagnoses faster, more accurate","May 21, 2025  The first Alzheimer's blood test cleared by the Food And Drug Administration is poised to change the way doctors diagnose and treat the disease.",2025-05-21,health,first fdacleared alzheimers blood test could make diagnoses faster more accurate,may the first alzheimers blood test cleared by the food and drug administration is poised to change the way doctors diagnose and treat the disease,first uncleared blood test could make diagnoses faster more accurate,may the first blood test cleared by the food and drug administration is poised to change the way doctors diagnose and treat the disease,"['first', 'uncleared', 'blood', 'test', 'could', 'make', 'diagnoses', 'faster', 'more', 'accurate']","['may', 'the', 'first', 'blood', 'test', 'cleared', 'by', 'the', 'food', 'and', 'drug', 'administration', 'is', 'poised', 'to', 'change', 'the', 'way', 'doctors', 'diagnose', 'and', 'treat', 'the', 'disease']","['first', 'uncleared', 'blood', 'test', 'make', 'diagnoses', 'faster', 'accurate']","['may', 'first', 'blood', 'test', 'cleared', 'food', 'drug', 'administration', 'poised', 'change', 'way', 'doctors', 'diagnose', 'treat', 'disease']","['first', 'unclear', 'blood', 'test', 'make', 'diagnos', 'faster', 'accur']","['may', 'first', 'blood', 'test', 'clear', 'food', 'drug', 'administr', 'pois', 'chang', 'way', 'doctor', 'diagnos', 'treat', 'diseas']","['first', 'uncleared', 'blood', 'test', 'make', 'diagnose', 'fast', 'accurate']","['may', 'first', 'blood', 'test', 'clear', 'food', 'drug', 'administration', 'poise', 'change', 'way', 'doctor', 'diagnose', 'treat', 'disease']"
'Which is it?' RFK Jr. waffles on cuts to lead poisoning prevention efforts,"May 21, 2025  Health Secretary Robert F. Kennedy Jr. faced tough questions from senators about a lead poisoning crisis in public schools in Milwaukee, Wisconsin.",2025-05-21,health,which is it rfk jr waffles on cuts to lead poisoning prevention efforts,may health secretary robert f kennedy jr faced tough questions from senators about a lead poisoning crisis in public schools in milwaukee wisconsin,which is it rf jr waffles on cuts to lead poisoning prevention efforts,may health secretary robert f kennedy jr faced tough questions from senators about a lead poisoning crisis in public schools in milwaukee,"['which', 'is', 'it', 'rf', 'jr', 'waffles', 'on', 'cuts', 'to', 'lead', 'poisoning', 'prevention', 'efforts']","['may', 'health', 'secretary', 'robert', 'f', 'kennedy', 'jr', 'faced', 'tough', 'questions', 'from', 'senators', 'about', 'a', 'lead', 'poisoning', 'crisis', 'in', 'public', 'schools', 'in', 'milwaukee']","['rf', 'jr', 'waffles', 'cuts', 'lead', 'poisoning', 'prevention', 'efforts']","['may', 'health', 'secretary', 'robert', 'f', 'kennedy', 'jr', 'faced', 'tough', 'questions', 'senators', 'lead', 'poisoning', 'crisis', 'public', 'schools', 'milwaukee']","['rf', 'jr', 'waffl', 'cut', 'lead', 'poison', 'prevent', 'effort']","['may', 'health', 'secretari', 'robert', 'f', 'kennedi', 'jr', 'face', 'tough', 'question', 'senat', 'lead', 'poison', 'crisi', 'public', 'school', 'milwauke']","['rf', 'jr', 'waffle', 'cut', 'lead', 'poison', 'prevention', 'effort']","['may', 'health', 'secretary', 'robert', 'f', 'kennedy', 'jr', 'face', 'tough', 'question', 'senator', 'lead', 'poison', 'crisis', 'public', 'school', 'milwaukee']"
"A salmonella outbreak sickens dozens, prompting a cucumber recall. Here's what to do","May 21, 2025  The FDA says 26 people, nine of whom were hospitalized, have gotten sick across 15 states. It is still figuring out where the cucumbers were distributed — and warning people to take extra precautions.",2025-05-21,health,a salmonella outbreak sickens dozens prompting a cucumber recall heres what to do,may the fda says people nine of whom were hospitalized have gotten sick across states it is still figuring out where the cucumbers were distributed and warning people to take extra precautions,a salmonella outbreak sickens dozens prompting a cucumber recall here what to do,may the fda says people nine of whom were hospitalized have gotten sick across states it is still figuring out where the cucumbers were distributed and warning people to take extra precautions,"['a', 'salmonella', 'outbreak', 'sickens', 'dozens', 'prompting', 'a', 'cucumber', 'recall', 'here', 'what', 'to', 'do']","['may', 'the', 'fda', 'says', 'people', 'nine', 'of', 'whom', 'were', 'hospitalized', 'have', 'gotten', 'sick', 'across', 'states', 'it', 'is', 'still', 'figuring', 'out', 'where', 'the', 'cucumbers', 'were', 'distributed', 'and', 'warning', 'people', 'to', 'take', 'extra', 'precautions']","['salmonella', 'outbreak', 'sickens', 'dozens', 'prompting', 'cucumber', 'recall']","['may', 'fda', 'says', 'people', 'nine', 'hospitalized', 'gotten', 'sick', 'across', 'states', 'still', 'figuring', 'cucumbers', 'distributed', 'warning', 'people', 'take', 'extra', 'precautions']","['salmonella', 'outbreak', 'sicken', 'dozen', 'prompt', 'cucumb', 'recal']","['may', 'fda', 'say', 'peopl', 'nine', 'hospit', 'gotten', 'sick', 'across', 'state', 'still', 'figur', 'cucumb', 'distribut', 'warn', 'peopl', 'take', 'extra', 'precaut']","['salmonella', 'outbreak', 'sicken', 'dozen', 'prompt', 'cucumber', 'recall']","['may', 'fda', 'say', 'people', 'nine', 'hospitalize', 'get', 'sick', 'across', 'state', 'still', 'figure', 'cucumber', 'distribute', 'warn', 'people', 'take', 'extra', 'precaution']"
Diseases are spreading. The CDC isn't warning the public like it was months ago,"May 21, 2025  Some of the CDC's main channels for communicating urgent health information to the public have gone silent.",2025-05-21,health,diseases are spreading the cdc is not warning the public like it was months ago,may some of the cdcs main channels for communicating urgent health information to the public have gone silent,diseases are spreading the cdc is not warning the public like it was months ago,may some of the cdc main channels for communicating urgent health information to the public have gone silent,"['diseases', 'are', 'spreading', 'the', 'cdc', 'is', 'not', 'warning', 'the', 'public', 'like', 'it', 'was', 'months', 'ago']","['may', 'some', 'of', 'the', 'cdc', 'main', 'channels', 'for', 'communicating', 'urgent', 'health', 'information', 'to', 'the', 'public', 'have', 'gone', 'silent']","['diseases', 'spreading', 'cdc', 'warning', 'public', 'like', 'months', 'ago']","['may', 'cdc', 'main', 'channels', 'communicating', 'urgent', 'health', 'information', 'public', 'gone', 'silent']","['diseas', 'spread', 'cdc', 'warn', 'public', 'like', 'month', 'ago']","['may', 'cdc', 'main', 'channel', 'communic', 'urgent', 'health', 'inform', 'public', 'gone', 'silent']","['disease', 'spread', 'cdc', 'warn', 'public', 'like', 'month', 'ago']","['may', 'cdc', 'main', 'channel', 'communicate', 'urgent', 'health', 'information', 'public', 'go', 'silent']"
