"Title","Description","Date","Category"
"An Interview with President Trump's Ambassador to Israel","May 21, 2025  U.S. Ambassador to Israel Mike Huckabee says he's ""outraged"" at at the leaders of the UK, France, and Canada for condemning Israel's new military offensive in Gaza. He sat down with NPR to express the U.S. view of the conflict as pressure on Israel from around the world is mounting, not just for the new offensive in Gaza but also for restricting food aid to the territory.","2025-05-21","world"
"U.S. Ambassador Huckabee is 'outraged' at European leaders for condemning Israel","May 21, 2025  In an interview with NPR, U.S. Ambassador to Israel Mike Huckabee said the U.K., Canada and France were ""blaming the wrong perpetrator,"" and that Hamas is responsible for the suffering in Gaza.","2025-05-21","world"
"Why Baptists in North Carolina agreed to resettle Afrikaners as refugees","May 21, 2025  Despite controversy over Afrikaners' refugee status, a Baptist ministry says they have a religious duty to help settle them in the U.S.","2025-05-21","world"
"Greetings from Afrin, Syria, where Kurds danced their hearts out to celebrate spring","May 21, 2025  Far-Flung Postcards is a weekly series in which NPR's international correspondents share moments from their lives and work around the world.","2025-05-21","world"
"South African president visits the U.S. And, GOP divided over Trump's tax bill","May 21, 2025  South Africa's President Cyril Ramaphosa is set to meet President Trump today in an attempt to reset relations between the two countries. And, House Republicans are divided over Trump's massive bill.","2025-05-21","world"
"Trump ambushes South Africa's president with false claims of 'white genocide'","May 21, 2025  The Oval Office meeting went off the rails when President Trump started playing videos and repeating discredited claims about a ""white genocide"" in South Africa.","2025-05-21","world"
"Japan's agriculture minister resigns after his remark about not having to buy rice","May 21, 2025   Japan's agriculture minister resigned because of political fallout over recent comments that he ""never had to buy rice."" The resignation comes as the public struggles with record high prices of rice.","2025-05-21","world"
"The personal secretary and adviser to Mexico City's mayor are shot dead","May 21, 2025  Mexico's president condemned the killings and said there would not be impunity. She said she was not aware of any threats against the mayor.","2025-05-21","world"
"U.K. suspends free trade talks with Israel and announces sanctions","May 21, 2025  Pressure from close allies is mounting on Israel following a nearly three-month blockade of supplies into Gaza. Even the United States has voiced concerns over the hunger crisis.","2025-05-21","world"
"'Heart Lamp' wins International Booker, with stories of India's Muslim women and girls","May 20, 2025  The major writing prize awards the best fiction translated into English. Judges called Banu Mushtaq's short story collection ""something genuinely new for English readers.""","2025-05-20","world"
"India's Relationship with the U.S.","May 20, 2025  There's been a political backlash in India after the Trump administration deported dozens of Indian migrants who were in the U.S. without legal status. This comes after the U.S. had announced 26 percent tariffs on India, which are currently suspended. Those events have changed Indian's perceptions of what they had thought was a cozy relationship with the U.S. and have cause a headache for the Indian prime minister. We go to western India to hear what people think of the U.S. now.","2025-05-20","world"
"Harvard's ability to enroll international students revoked. And, summer book releases","May 23, 2025  The Trump administration has revoked Harvard University's ability to enroll international students. And, 17 books releasing this summer that NPR critics are excited about.","2025-05-23","world"
"Record floodwaters in eastern Australia leave 4 dead and 1 missing","May 23, 2025  Some 50,000 people have been isolated by the flooding in New South Wales, after days of heavy rain. Four bodies have been retrieved from floodwaters since Wednesday.","2025-05-23","world"
"Trump's Harvard visa threat could wipe out several of the school's sports teams","May 23, 2025  Some of Harvard's sports teams could be wiped out by a Trump administration decision that would make the school with the nation's largest athletic program ineligible for international student visas.","2025-05-23","world"
"Voice of America's prospects appear grim after appeals court order","May 22, 2025  A federal appeals court said it would not intervene — at least for now — to thwart the Trump administration's plans for the near-total dismantlement of Voice of America.","2025-05-22","world"
"Two Israeli embassy staffers killed amid a rise in antisemitism","May 22, 2025  Yaron Lischinsky and Sarah Milgrim worked for the Israeli embassy in Washington, D.C.","2025-05-22","world"
"The U.K. hands Chagos Islands over to Mauritius but says it will secure a U.S. base","May 22, 2025  The Chagos Islands are in the middle of the Indian Ocean and home to a strategic military base on Diego Garcia.","2025-05-22","world"
"Former U.S. ambassador to Israel says D.C. shooting is part of an 'explosion' of antisemitism","May 22, 2025  NPR's Mary Louise Kelly talks with Daniel Shapiro, former U.S. ambassador to Israel and distinguished fellow at the Atlantic Council, about the shooting deaths of two Israeli embassy staffers in D.C.","2025-05-22","world"
"In Mexico, Songs for Women who Kill Their Abusers","May 22, 2025  By some estimates, some 90% of murders in Mexico go unpunished. But when a woman in Mexico kills an abusive partner, many of them do end up in jail convicted of ""excessive use of legitimate force"". Mexican singer-songwriter Vivir Quintana started looking into the issue and found compelling, tragic tales. We speak to Quintana about her new album which tells the stories of some of these women.","2025-05-22","world"
"A family in Indian-administered Kashmir fears being split apart after militant attack","May 22, 2025  The husband is from India. The wife is from Pakistan. Their son is Indian and daughters are Pakistani. India blames Pakistan for an April militant attack in Kashmir and ordered Pakistanis to leave.","2025-05-22","world"
"South Africa's president is praised for staying calm during Trump's Oval Office ambush","May 22, 2025  South Africans credit President Cyril Ramaphosa for keeping his cool as President Trump made a choreographed presentation accusing the country of murdering white farmers.","2025-05-22","world"
"Two Israeli embassy aides killed. And, House passes Trump's 'big, beautiful bill'","May 22, 2025  Two staff members of Israel's embassy in Washington, D.C., were shot dead last night outside of a Jewish museum. And, House Republicans passed President Trump's bill.","2025-05-22","world"
"War Crimes","May 22, 2025  On today's episode, we travel from the battlefields of the U.S. Civil War, through the rubble of two world wars, to the hallways of the Hague, to see how the modern world has tried to define — and prosecute — war crimes. This episode originally aired at ""The Rules of War"" in 2024.","2025-05-22","world"
"Trump tried to shutter Radio Free Europe. The EU threw it a lifeline","May 21, 2025  The Trump administration is withholding $75 million designated for the news outlet. EU officials say RFE/RL has played a critical role in providing news to areas where the press can't operate freely.","2025-05-21","world"
"An Interview with President Trump's Ambassador to Israel","May 21, 2025  U.S. Ambassador to Israel Mike Huckabee says he's ""outraged"" at at the leaders of the UK, France, and Canada for condemning Israel's new military offensive in Gaza. He sat down with NPR to express the U.S. view of the conflict as pressure on Israel from around the world is mounting, not just for the new offensive in Gaza but also for restricting food aid to the territory.","2025-05-21","world"
"U.S. Ambassador Huckabee is 'outraged' at European leaders for condemning Israel","May 21, 2025  In an interview with NPR, U.S. Ambassador to Israel Mike Huckabee said the U.K., Canada and France were ""blaming the wrong perpetrator,"" and that Hamas is responsible for the suffering in Gaza.","2025-05-21","world"
"Why Baptists in North Carolina agreed to resettle Afrikaners as refugees","May 21, 2025  Despite controversy over Afrikaners' refugee status, a Baptist ministry says they have a religious duty to help settle them in the U.S.","2025-05-21","world"
"Greetings from Afrin, Syria, where Kurds danced their hearts out to celebrate spring","May 21, 2025  Far-Flung Postcards is a weekly series in which NPR's international correspondents share moments from their lives and work around the world.","2025-05-21","world"
"South African president visits the U.S. And, GOP divided over Trump's tax bill","May 21, 2025  South Africa's President Cyril Ramaphosa is set to meet President Trump today in an attempt to reset relations between the two countries. And, House Republicans are divided over Trump's massive bill.","2025-05-21","world"
"Trump ambushes South Africa's president with false claims of 'white genocide'","May 21, 2025  The Oval Office meeting went off the rails when President Trump started playing videos and repeating discredited claims about a ""white genocide"" in South Africa.","2025-05-21","world"
"Japan's agriculture minister resigns after his remark about not having to buy rice","May 21, 2025   Japan's agriculture minister resigned because of political fallout over recent comments that he ""never had to buy rice."" The resignation comes as the public struggles with record high prices of rice.","2025-05-21","world"
"The personal secretary and adviser to Mexico City's mayor are shot dead","May 21, 2025  Mexico's president condemned the killings and said there would not be impunity. She said she was not aware of any threats against the mayor.","2025-05-21","world"
"U.K. suspends free trade talks with Israel and announces sanctions","May 21, 2025  Pressure from close allies is mounting on Israel following a nearly three-month blockade of supplies into Gaza. Even the United States has voiced concerns over the hunger crisis.","2025-05-21","world"
"'Heart Lamp' wins International Booker, with stories of India's Muslim women and girls","May 20, 2025  The major writing prize awards the best fiction translated into English. Judges called Banu Mushtaq's short story collection ""something genuinely new for English readers.""","2025-05-20","world"
"India's Relationship with the U.S.","May 20, 2025  There's been a political backlash in India after the Trump administration deported dozens of Indian migrants who were in the U.S. without legal status. This comes after the U.S. had announced 26 percent tariffs on India, which are currently suspended. Those events have changed Indian's perceptions of what they had thought was a cozy relationship with the U.S. and have cause a headache for the Indian prime minister. We go to western India to hear what people think of the U.S. now.","2025-05-20","world"
"Harvard's ability to enroll international students revoked. And, summer book releases","May 23, 2025  The Trump administration has revoked Harvard University's ability to enroll international students. And, 17 books releasing this summer that NPR critics are excited about.","2025-05-23","world"
"Record floodwaters in eastern Australia leave 4 dead and 1 missing","May 23, 2025  Some 50,000 people have been isolated by the flooding in New South Wales, after days of heavy rain. Four bodies have been retrieved from floodwaters since Wednesday.","2025-05-23","world"
"Trump's Harvard visa threat could wipe out several of the school's sports teams","May 23, 2025  Some of Harvard's sports teams could be wiped out by a Trump administration decision that would make the school with the nation's largest athletic program ineligible for international student visas.","2025-05-23","world"
"Voice of America's prospects appear grim after appeals court order","May 22, 2025  A federal appeals court said it would not intervene — at least for now — to thwart the Trump administration's plans for the near-total dismantlement of Voice of America.","2025-05-22","world"
"A federal judge further halts Trump's radical transformation of government","May 23, 2025  In her order, U.S. District Judge Susan Illston said the president may not initiate large-scale executive branch reorganization without approval from Congress.","2025-05-23","business"
"Target, Klarna and Sesame Street's new addy","May 23, 2025  Can you tell me how to get... how to get to Indicators of the Week? This week's econ roundup looks at Target's sagging sales, Klarna's pay-later problem, and Sesame Street's new streaming address.","2025-05-23","business"
"Voice of America's prospects appear grim after appeals court order","May 22, 2025  A federal appeals court said it would not intervene — at least for now — to thwart the Trump administration's plans for the near-total dismantlement of Voice of America.","2025-05-22","business"
"OpenAI forges deal with iPhone designer Jony Ive to make AI-enabled devices","May 22, 2025  The $6.5 billion deal brings together the maker of ChatGPT and one of the world's most famous product designers in a venture to create new AI-enabled devices.","2025-05-22","business"
"Why 'Sell America' is trending on Wall Street","May 22, 2025  Investors are worried about the ongoing trade war — and rethinking the safety and soundness of U.S. government debt.","2025-05-22","business"
"No more pennies: In big change, Treasury will stop minting them","May 22, 2025  In a cost-cutting move, the U.S. Treasury will stop minting new pennies. Originally introduced in 1793, the one-cent coins will still be legal tender. There are more than 100 billion pennies in circulation.","2025-05-22","business"
"Upending norms, the Senate votes to undo California's EV rules","May 22, 2025  The Senate parliamentarian advised lawmakers that they couldn't use the Congressional Review Act to revoke California's right to set vehicle standards. But they did it anyway. Expect a legal fight.","2025-05-22","business"
"How Trump made a 30% tariff feel like a relief","May 22, 2025  It's a pattern in President Trump's chaotic tariff policy: he first suggests a high number, only to later ratchet it down. Business schools call it the 'anchor effect.'","2025-05-22","business"
"Raising ethics questions, top Trump meme coin investors to dine with president tonight","May 22, 2025  President Trump is hosting an exclusive dinner tonight for the largest investors in the $TRUMP meme coin, putting the murky world of cryptocurrencies on a collision course with White House ethics.","2025-05-22","business"
"How Trump is making coin from $TRUMP coin","May 22, 2025  Just before Trump began his second administration in January, he and his business partners launched the $TRUMP coin. It's a meme coin that quickly raked in hundreds of millions of dollars. And there's a lot of earning potential still left on the table. Is any of this legal?","2025-05-22","business"
"Trump tried to shutter Radio Free Europe. The EU threw it a lifeline","May 21, 2025  The Trump administration is withholding $75 million designated for the news outlet. EU officials say RFE/RL has played a critical role in providing news to areas where the press can't operate freely.","2025-05-21","business"
"How economists (and TikTok) know if a recession is coming","May 21, 2025  Lately we've noticed that something we think about all the time here at Planet Money is having a viral moment: recession indicators!","2025-05-21","business"
"A Newark air traffic controller on the moment systems went dark","May 21, 2025  Federal regulators are now limiting the number of flights in and out of Newark Liberty International Airport. This comes after a harrowing month for the air traffic controllers who work the airspace around it.","2025-05-21","business"
"Can retailers eat tariffs without price hikes? Walmart, Target, Lowe's face pressure","May 21, 2025  Major chains are fighting two battles at once: a financial battle to keep costs low in the face of new tariffs, and a political one to avoid the president's wrath.","2025-05-21","business"
"Homebuyers and sellers say agents' cuts are too big. Flat-fee brokers offer an alternative","May 21, 2025  Agents have typically taken a commission on the sale of a home that totals 5% to 6% of the price. But new rules have created an opening for brokers who charge much less.","2025-05-21","business"
"The great battery race: China and the U.S. compete over the future of EVs","May 21, 2025  The car you drive years in the future might run off a battery being invented in a lab today. Companies in China and the United States are racing to perfect and scale up next-generation technologies.","2025-05-21","business"
"The old trade war that brought foreign carmakers to the U.S.","May 21, 2025  President Donald Trump wants more products made in America, and he's not afraid of a few trade wars to make it happen. Back in the 80s, a different trade dispute brought new manufacturing to the U.S. Today on the show, how former President Ronald Reagan used the threat of trade protectionism to bring car-making stateside, and why the same strategy might not work today.","2025-05-21","business"
"Advice for navigating a volatile economy","May 20, 2025  The U.S. economy is in flux. And for millions of Americans, a new line item in their budget includes repaying federal student loans.","2025-05-20","business"
"How an AI-generated summer reading list got published in major newspapers","May 20, 2025  Newspapers around the country, including the Chicago Sun-Times and at least one edition of The Philadelphia Inquirer, published a syndicated book list featuring made-up books by famous authors.","2025-05-20","business"
"Home Depot doesn't plan to raise prices due to tariffs. But some items may disappear","May 20, 2025  The home improvement chain broke from many other retailers, who say they cannot afford to absorb new tariffs. President Trump recently attacked Walmart for warning of price hikes.","2025-05-20","business"
"What a Texas showerhead salesman discovered about 'Made in the USA' labels","May 20, 2025  A Texas showerhead salesman wanted to know how much more customers would pay to buy a product that's made in the USA. The answer could pour cold water on President Trump's plan to encourage more companies to open factories in the U.S.","2025-05-20","business"
"Trump has imposed a lot of tariffs. But here's why collecting them can be hard","May 20, 2025  Collecting Trump's tariffs could be tricky. The agencies that screen imports say they're frequently overwhelmed and understaffed, and experts say exporters are becoming cannier at evading taxes.","2025-05-20","business"
"The rise of the credit card airport lounge","May 20, 2025  We are back to answer your questions, listeners. Today on the show, we tackle three big questions: Are airport lounges worth it for credit card companies? How effective have carbon taxes been for Canada? Why is gasoline getting more expensive over the last few months as the price of crude oil has sunk?","2025-05-20","business"
"President of CBS News resigns as Trump lawsuit hovers over network","May 19, 2025  CBS News President Wendy McMahon says she's resigning because ""the company and I do not agree on the path forward."" CBS' parent company is trying to settle a lawsuit with President Trump.","2025-05-19","business"
"A federal judge further halts Trump's radical transformation of government","May 23, 2025  In her order, U.S. District Judge Susan Illston said the president may not initiate large-scale executive branch reorganization without approval from Congress.","2025-05-23","business"
"Target, Klarna and Sesame Street's new addy","May 23, 2025  Can you tell me how to get... how to get to Indicators of the Week? This week's econ roundup looks at Target's sagging sales, Klarna's pay-later problem, and Sesame Street's new streaming address.","2025-05-23","business"
"Voice of America's prospects appear grim after appeals court order","May 22, 2025  A federal appeals court said it would not intervene — at least for now — to thwart the Trump administration's plans for the near-total dismantlement of Voice of America.","2025-05-22","business"
"OpenAI forges deal with iPhone designer Jony Ive to make AI-enabled devices","May 22, 2025  The $6.5 billion deal brings together the maker of ChatGPT and one of the world's most famous product designers in a venture to create new AI-enabled devices.","2025-05-22","business"
"Why 'Sell America' is trending on Wall Street","May 22, 2025  Investors are worried about the ongoing trade war — and rethinking the safety and soundness of U.S. government debt.","2025-05-22","business"
"No more pennies: In big change, Treasury will stop minting them","May 22, 2025  In a cost-cutting move, the U.S. Treasury will stop minting new pennies. Originally introduced in 1793, the one-cent coins will still be legal tender. There are more than 100 billion pennies in circulation.","2025-05-22","business"
"Upending norms, the Senate votes to undo California's EV rules","May 22, 2025  The Senate parliamentarian advised lawmakers that they couldn't use the Congressional Review Act to revoke California's right to set vehicle standards. But they did it anyway. Expect a legal fight.","2025-05-22","business"
"How Trump made a 30% tariff feel like a relief","May 22, 2025  It's a pattern in President Trump's chaotic tariff policy: he first suggests a high number, only to later ratchet it down. Business schools call it the 'anchor effect.'","2025-05-22","business"
"Raising ethics questions, top Trump meme coin investors to dine with president tonight","May 22, 2025  President Trump is hosting an exclusive dinner tonight for the largest investors in the $TRUMP meme coin, putting the murky world of cryptocurrencies on a collision course with White House ethics.","2025-05-22","business"
"How Trump is making coin from $TRUMP coin","May 22, 2025  Just before Trump began his second administration in January, he and his business partners launched the $TRUMP coin. It's a meme coin that quickly raked in hundreds of millions of dollars. And there's a lot of earning potential still left on the table. Is any of this legal?","2025-05-22","business"
"Trump tried to shutter Radio Free Europe. The EU threw it a lifeline","May 21, 2025  The Trump administration is withholding $75 million designated for the news outlet. EU officials say RFE/RL has played a critical role in providing news to areas where the press can't operate freely.","2025-05-21","business"
"How economists (and TikTok) know if a recession is coming","May 21, 2025  Lately we've noticed that something we think about all the time here at Planet Money is having a viral moment: recession indicators!","2025-05-21","business"
"A Newark air traffic controller on the moment systems went dark","May 21, 2025  Federal regulators are now limiting the number of flights in and out of Newark Liberty International Airport. This comes after a harrowing month for the air traffic controllers who work the airspace around it.","2025-05-21","business"
"Can retailers eat tariffs without price hikes? Walmart, Target, Lowe's face pressure","May 21, 2025  Major chains are fighting two battles at once: a financial battle to keep costs low in the face of new tariffs, and a political one to avoid the president's wrath.","2025-05-21","business"
"Homebuyers and sellers say agents' cuts are too big. Flat-fee brokers offer an alternative","May 21, 2025  Agents have typically taken a commission on the sale of a home that totals 5% to 6% of the price. But new rules have created an opening for brokers who charge much less.","2025-05-21","business"
"The great battery race: China and the U.S. compete over the future of EVs","May 21, 2025  The car you drive years in the future might run off a battery being invented in a lab today. Companies in China and the United States are racing to perfect and scale up next-generation technologies.","2025-05-21","business"
"The old trade war that brought foreign carmakers to the U.S.","May 21, 2025  President Donald Trump wants more products made in America, and he's not afraid of a few trade wars to make it happen. Back in the 80s, a different trade dispute brought new manufacturing to the U.S. Today on the show, how former President Ronald Reagan used the threat of trade protectionism to bring car-making stateside, and why the same strategy might not work today.","2025-05-21","business"
"Advice for navigating a volatile economy","May 20, 2025  The U.S. economy is in flux. And for millions of Americans, a new line item in their budget includes repaying federal student loans.","2025-05-20","business"
"How an AI-generated summer reading list got published in major newspapers","May 20, 2025  Newspapers around the country, including the Chicago Sun-Times and at least one edition of The Philadelphia Inquirer, published a syndicated book list featuring made-up books by famous authors.","2025-05-20","business"
"Home Depot doesn't plan to raise prices due to tariffs. But some items may disappear","May 20, 2025  The home improvement chain broke from many other retailers, who say they cannot afford to absorb new tariffs. President Trump recently attacked Walmart for warning of price hikes.","2025-05-20","business"
"What a Texas showerhead salesman discovered about 'Made in the USA' labels","May 20, 2025  A Texas showerhead salesman wanted to know how much more customers would pay to buy a product that's made in the USA. The answer could pour cold water on President Trump's plan to encourage more companies to open factories in the U.S.","2025-05-20","business"
"Trump has imposed a lot of tariffs. But here's why collecting them can be hard","May 20, 2025  Collecting Trump's tariffs could be tricky. The agencies that screen imports say they're frequently overwhelmed and understaffed, and experts say exporters are becoming cannier at evading taxes.","2025-05-20","business"
"The rise of the credit card airport lounge","May 20, 2025  We are back to answer your questions, listeners. Today on the show, we tackle three big questions: Are airport lounges worth it for credit card companies? How effective have carbon taxes been for Canada? Why is gasoline getting more expensive over the last few months as the price of crude oil has sunk?","2025-05-20","business"
"President of CBS News resigns as Trump lawsuit hovers over network","May 19, 2025  CBS News President Wendy McMahon says she's resigning because ""the company and I do not agree on the path forward."" CBS' parent company is trying to settle a lawsuit with President Trump.","2025-05-19","business"
"A federal judge further halts Trump's radical transformation of government","May 23, 2025  In her order, U.S. District Judge Susan Illston said the president may not initiate large-scale executive branch reorganization without approval from Congress.","2025-05-23","business"
"Target, Klarna and Sesame Street's new addy","May 23, 2025  Can you tell me how to get... how to get to Indicators of the Week? This week's econ roundup looks at Target's sagging sales, Klarna's pay-later problem, and Sesame Street's new streaming address.","2025-05-23","business"
"Voice of America's prospects appear grim after appeals court order","May 22, 2025  A federal appeals court said it would not intervene — at least for now — to thwart the Trump administration's plans for the near-total dismantlement of Voice of America.","2025-05-22","business"
"OpenAI forges deal with iPhone designer Jony Ive to make AI-enabled devices","May 22, 2025  The $6.5 billion deal brings together the maker of ChatGPT and one of the world's most famous product designers in a venture to create new AI-enabled devices.","2025-05-22","business"
"Why 'Sell America' is trending on Wall Street","May 22, 2025  Investors are worried about the ongoing trade war — and rethinking the safety and soundness of U.S. government debt.","2025-05-22","business"
"No more pennies: In big change, Treasury will stop minting them","May 22, 2025  In a cost-cutting move, the U.S. Treasury will stop minting new pennies. Originally introduced in 1793, the one-cent coins will still be legal tender. There are more than 100 billion pennies in circulation.","2025-05-22","business"
"Upending norms, the Senate votes to undo California's EV rules","May 22, 2025  The Senate parliamentarian advised lawmakers that they couldn't use the Congressional Review Act to revoke California's right to set vehicle standards. But they did it anyway. Expect a legal fight.","2025-05-22","business"
"How Trump made a 30% tariff feel like a relief","May 22, 2025  It's a pattern in President Trump's chaotic tariff policy: he first suggests a high number, only to later ratchet it down. Business schools call it the 'anchor effect.'","2025-05-22","business"
"Raising ethics questions, top Trump meme coin investors to dine with president tonight","May 22, 2025  President Trump is hosting an exclusive dinner tonight for the largest investors in the $TRUMP meme coin, putting the murky world of cryptocurrencies on a collision course with White House ethics.","2025-05-22","business"
"How Trump is making coin from $TRUMP coin","May 22, 2025  Just before Trump began his second administration in January, he and his business partners launched the $TRUMP coin. It's a meme coin that quickly raked in hundreds of millions of dollars. And there's a lot of earning potential still left on the table. Is any of this legal?","2025-05-22","business"
"Trump tried to shutter Radio Free Europe. The EU threw it a lifeline","May 21, 2025  The Trump administration is withholding $75 million designated for the news outlet. EU officials say RFE/RL has played a critical role in providing news to areas where the press can't operate freely.","2025-05-21","business"
"How economists (and TikTok) know if a recession is coming","May 21, 2025  Lately we've noticed that something we think about all the time here at Planet Money is having a viral moment: recession indicators!","2025-05-21","business"
"A Newark air traffic controller on the moment systems went dark","May 21, 2025  Federal regulators are now limiting the number of flights in and out of Newark Liberty International Airport. This comes after a harrowing month for the air traffic controllers who work the airspace around it.","2025-05-21","business"
"Can retailers eat tariffs without price hikes? Walmart, Target, Lowe's face pressure","May 21, 2025  Major chains are fighting two battles at once: a financial battle to keep costs low in the face of new tariffs, and a political one to avoid the president's wrath.","2025-05-21","business"
"Homebuyers and sellers say agents' cuts are too big. Flat-fee brokers offer an alternative","May 21, 2025  Agents have typically taken a commission on the sale of a home that totals 5% to 6% of the price. But new rules have created an opening for brokers who charge much less.","2025-05-21","business"
"The great battery race: China and the U.S. compete over the future of EVs","May 21, 2025  The car you drive years in the future might run off a battery being invented in a lab today. Companies in China and the United States are racing to perfect and scale up next-generation technologies.","2025-05-21","business"
"The old trade war that brought foreign carmakers to the U.S.","May 21, 2025  President Donald Trump wants more products made in America, and he's not afraid of a few trade wars to make it happen. Back in the 80s, a different trade dispute brought new manufacturing to the U.S. Today on the show, how former President Ronald Reagan used the threat of trade protectionism to bring car-making stateside, and why the same strategy might not work today.","2025-05-21","business"
"Advice for navigating a volatile economy","May 20, 2025  The U.S. economy is in flux. And for millions of Americans, a new line item in their budget includes repaying federal student loans.","2025-05-20","business"
"How an AI-generated summer reading list got published in major newspapers","May 20, 2025  Newspapers around the country, including the Chicago Sun-Times and at least one edition of The Philadelphia Inquirer, published a syndicated book list featuring made-up books by famous authors.","2025-05-20","business"
"Home Depot doesn't plan to raise prices due to tariffs. But some items may disappear","May 20, 2025  The home improvement chain broke from many other retailers, who say they cannot afford to absorb new tariffs. President Trump recently attacked Walmart for warning of price hikes.","2025-05-20","business"
"What a Texas showerhead salesman discovered about 'Made in the USA' labels","May 20, 2025  A Texas showerhead salesman wanted to know how much more customers would pay to buy a product that's made in the USA. The answer could pour cold water on President Trump's plan to encourage more companies to open factories in the U.S.","2025-05-20","business"
"Trump has imposed a lot of tariffs. But here's why collecting them can be hard","May 20, 2025  Collecting Trump's tariffs could be tricky. The agencies that screen imports say they're frequently overwhelmed and understaffed, and experts say exporters are becoming cannier at evading taxes.","2025-05-20","business"
"The rise of the credit card airport lounge","May 20, 2025  We are back to answer your questions, listeners. Today on the show, we tackle three big questions: Are airport lounges worth it for credit card companies? How effective have carbon taxes been for Canada? Why is gasoline getting more expensive over the last few months as the price of crude oil has sunk?","2025-05-20","business"
"President of CBS News resigns as Trump lawsuit hovers over network","May 19, 2025  CBS News President Wendy McMahon says she's resigning because ""the company and I do not agree on the path forward."" CBS' parent company is trying to settle a lawsuit with President Trump.","2025-05-19","business"
"A federal judge further halts Trump's radical transformation of government","May 23, 2025  In her order, U.S. District Judge Susan Illston said the president may not initiate large-scale executive branch reorganization without approval from Congress.","2025-05-23","business"
"Target, Klarna and Sesame Street's new addy","May 23, 2025  Can you tell me how to get... how to get to Indicators of the Week? This week's econ roundup looks at Target's sagging sales, Klarna's pay-later problem, and Sesame Street's new streaming address.","2025-05-23","business"
"Voice of America's prospects appear grim after appeals court order","May 22, 2025  A federal appeals court said it would not intervene — at least for now — to thwart the Trump administration's plans for the near-total dismantlement of Voice of America.","2025-05-22","business"
"OpenAI forges deal with iPhone designer Jony Ive to make AI-enabled devices","May 22, 2025  The $6.5 billion deal brings together the maker of ChatGPT and one of the world's most famous product designers in a venture to create new AI-enabled devices.","2025-05-22","business"
"Why 'Sell America' is trending on Wall Street","May 22, 2025  Investors are worried about the ongoing trade war — and rethinking the safety and soundness of U.S. government debt.","2025-05-22","business"
"No more pennies: In big change, Treasury will stop minting them","May 22, 2025  In a cost-cutting move, the U.S. Treasury will stop minting new pennies. Originally introduced in 1793, the one-cent coins will still be legal tender. There are more than 100 billion pennies in circulation.","2025-05-22","business"
"Upending norms, the Senate votes to undo California's EV rules","May 22, 2025  The Senate parliamentarian advised lawmakers that they couldn't use the Congressional Review Act to revoke California's right to set vehicle standards. But they did it anyway. Expect a legal fight.","2025-05-22","business"
"How Trump made a 30% tariff feel like a relief","May 22, 2025  It's a pattern in President Trump's chaotic tariff policy: he first suggests a high number, only to later ratchet it down. Business schools call it the 'anchor effect.'","2025-05-22","business"
"Raising ethics questions, top Trump meme coin investors to dine with president tonight","May 22, 2025  President Trump is hosting an exclusive dinner tonight for the largest investors in the $TRUMP meme coin, putting the murky world of cryptocurrencies on a collision course with White House ethics.","2025-05-22","business"
"How Trump is making coin from $TRUMP coin","May 22, 2025  Just before Trump began his second administration in January, he and his business partners launched the $TRUMP coin. It's a meme coin that quickly raked in hundreds of millions of dollars. And there's a lot of earning potential still left on the table. Is any of this legal?","2025-05-22","business"
"Trump tried to shutter Radio Free Europe. The EU threw it a lifeline","May 21, 2025  The Trump administration is withholding $75 million designated for the news outlet. EU officials say RFE/RL has played a critical role in providing news to areas where the press can't operate freely.","2025-05-21","business"
"How economists (and TikTok) know if a recession is coming","May 21, 2025  Lately we've noticed that something we think about all the time here at Planet Money is having a viral moment: recession indicators!","2025-05-21","business"
"A Newark air traffic controller on the moment systems went dark","May 21, 2025  Federal regulators are now limiting the number of flights in and out of Newark Liberty International Airport. This comes after a harrowing month for the air traffic controllers who work the airspace around it.","2025-05-21","business"
"Can retailers eat tariffs without price hikes? Walmart, Target, Lowe's face pressure","May 21, 2025  Major chains are fighting two battles at once: a financial battle to keep costs low in the face of new tariffs, and a political one to avoid the president's wrath.","2025-05-21","business"
"Homebuyers and sellers say agents' cuts are too big. Flat-fee brokers offer an alternative","May 21, 2025  Agents have typically taken a commission on the sale of a home that totals 5% to 6% of the price. But new rules have created an opening for brokers who charge much less.","2025-05-21","business"
"The great battery race: China and the U.S. compete over the future of EVs","May 21, 2025  The car you drive years in the future might run off a battery being invented in a lab today. Companies in China and the United States are racing to perfect and scale up next-generation technologies.","2025-05-21","business"
"The old trade war that brought foreign carmakers to the U.S.","May 21, 2025  President Donald Trump wants more products made in America, and he's not afraid of a few trade wars to make it happen. Back in the 80s, a different trade dispute brought new manufacturing to the U.S. Today on the show, how former President Ronald Reagan used the threat of trade protectionism to bring car-making stateside, and why the same strategy might not work today.","2025-05-21","business"
"Advice for navigating a volatile economy","May 20, 2025  The U.S. economy is in flux. And for millions of Americans, a new line item in their budget includes repaying federal student loans.","2025-05-20","business"
"How an AI-generated summer reading list got published in major newspapers","May 20, 2025  Newspapers around the country, including the Chicago Sun-Times and at least one edition of The Philadelphia Inquirer, published a syndicated book list featuring made-up books by famous authors.","2025-05-20","business"
"Home Depot doesn't plan to raise prices due to tariffs. But some items may disappear","May 20, 2025  The home improvement chain broke from many other retailers, who say they cannot afford to absorb new tariffs. President Trump recently attacked Walmart for warning of price hikes.","2025-05-20","business"
